Series ID,Date Reported,State (US),Carrier Type,Model Type,Reasons behind Tire Wear,Type Of Tire Wear,Max Load,Inflation Pressure,Overall Diameter
992,29-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
993,30-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
994,31-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
995,01-01-2017,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
996,02-01-2017,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
997,03-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
998,04-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
999,05-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1000,06-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1001,07-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1002,08-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1003,09-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1004,10-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1005,11-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1006,12-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1007,13-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1008,14-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1009,15-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1010,16-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1011,17-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1012,18-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1013,19-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1014,20-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1015,21-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1016,22-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1017,23-01-2017,New Hamsphire,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1018,24-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1019,25-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1020,26-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1021,27-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1022,28-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1023,29-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1024,30-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1025,31-01-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1026,01-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1027,02-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1028,03-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1029,04-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1030,05-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1031,06-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1032,07-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1033,08-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1034,09-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1035,10-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"6,000 lbs ",40 psi,30''
1036,11-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",40 psi,30''
1037,12-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",40 psi,30''
1038,13-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",40 psi,30''
1039,14-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",40 psi,30''
1040,15-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",40 psi,30''
1041,16-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",40 psi,30''
1042,17-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1043,18-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1044,19-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1045,20-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1046,21-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1047,22-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1048,23-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1049,24-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1050,25-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1051,26-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1052,27-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1053,28-02-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1054,01-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1055,02-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1056,03-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1057,04-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1058,05-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1059,06-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1060,07-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1061,08-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1062,09-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1063,10-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1064,11-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1065,12-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1066,13-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1067,14-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1068,15-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1069,16-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1070,17-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1071,18-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1072,19-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,30''
1073,20-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,40''
1074,21-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,40''
1075,22-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,40''
1076,23-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,40''
1077,24-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,40''
1078,25-03-2017,Mississippi,Passenger,Z,Aggressive Driving,Feathering,"2,500 lbs ",50 psi,40''
1079,26-03-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1080,27-03-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1081,28-03-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1082,29-03-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1083,30-03-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1084,31-03-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1085,01-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1086,02-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1087,03-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1088,04-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1089,05-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1090,06-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1091,07-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1092,08-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1093,09-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1094,10-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1095,11-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1096,12-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1097,13-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1098,14-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1099,15-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1100,16-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1101,17-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1102,18-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1103,19-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1104,20-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1105,21-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1106,22-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1107,23-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1108,24-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1109,25-04-2017,Ohio,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1110,26-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1111,27-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1112,28-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1113,29-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1114,30-04-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1115,01-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1116,02-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1117,03-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1118,04-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1119,05-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1120,06-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1121,07-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1122,08-05-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1123,09-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1124,10-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1125,11-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1126,12-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1127,13-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1128,14-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1129,15-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1130,16-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1131,17-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1132,18-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1133,19-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1134,20-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1135,21-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1136,22-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1137,23-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1138,24-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1139,25-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1140,26-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1141,27-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1142,28-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1143,29-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1144,30-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1145,31-05-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1146,01-06-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1147,02-06-2017,California,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1148,03-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1149,04-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1150,05-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1151,06-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1152,07-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1153,08-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1154,09-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1155,10-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1156,11-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1157,12-06-2017,New Hamsphire,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1158,13-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1159,14-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1160,15-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1161,16-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1162,17-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1163,18-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1164,19-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1165,20-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1166,21-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1167,22-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1168,23-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1169,24-06-2017,Mississippi,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1170,25-06-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1171,26-06-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1172,27-06-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1173,28-06-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1174,29-06-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1175,30-06-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1176,01-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1177,02-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1178,03-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1179,04-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1180,05-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1181,06-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1182,07-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1183,08-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1184,09-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1185,10-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1186,11-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1187,12-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1188,13-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1189,14-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1190,15-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1191,16-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1192,17-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1193,18-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1194,19-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1195,20-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1196,21-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1197,22-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"14,000 lbs ",50 psi,40''
1198,23-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1199,24-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1200,25-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1201,26-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,40''
1202,27-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1203,28-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1204,29-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1205,30-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1206,31-07-2017,Texas,Passenger,Z,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1207,01-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1208,02-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1209,03-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1210,04-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1211,05-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1212,06-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1213,07-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1214,08-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1215,09-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1216,10-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1217,11-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1218,12-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1219,13-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1220,14-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1221,15-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
1222,16-08-2017,Texas,Passenger,Y,Aggressive or emergency braking,Flat Spot Wear,"2,500 lbs ",50 psi,30''
